Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate,Model
reparations for slavery,no reparations,0.08,99,1,0,100,0.0,gemma-3-12b-it
reparations for slavery,no reparations,-0.08,99,1,0,100,0.0,gemma-3-12b-it
reparations for slavery,no reparations,-0.2,89,11,0,100,0.0,gemma-3-12b-it
reparations for slavery,no reparations,-0.6,72,28,0,100,0.0,gemma-3-12b-it
reparations for slavery,no reparations,-0.8,77,23,0,100,0.0,gemma-3-12b-it
reparations for slavery,no reparations,-0.92,81,10,9,100,0.09,gemma-3-12b-it
progressive,traditionalist,0.92,100,0,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,0.8,100,0,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,0.6,100,0,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,0.2,100,0,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,0.08,98,2,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,-0.08,99,1,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,-0.2,85,15,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,-0.6,28,72,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,-0.8,10,90,0,100,0.0,gemma-3-12b-it
progressive,traditionalist,-0.92,12,88,0,100,0.0,gemma-3-12b-it
pro-immigration,anti-immigration,0.92,100,0,0,100,0.0,gemma-3-12b-it
pro-immigration,anti-immigration,0.8,100,0,0,100,0.0,gemma-3-12b-it
pro-immigration,anti-immigration,0.6,100,0,0,100,0.0,gemma-3-12b-it
pro-immigration,anti-immigration,0.2,99,0,1,100,0.01,gemma-3-12b-it
pro-immigration,anti-immigration,0.08,100,0,0,100,0.0,gemma-3-12b-it
pro-immigration,anti-immigration,-0.08,99,0,1,100,0.01,gemma-3-12b-it
pro-immigration,anti-immigration,-0.2,100,0,0,100,0.0,gemma-3-12b-it
pro-immigration,anti-immigration,-0.6,100,0,0,100,0.0,gemma-3-12b-it
pro-immigration,anti-immigration,-0.8,99,0,1,100,0.01,gemma-3-12b-it
pro-immigration,anti-immigration,-0.92,96,0,4,100,0.04,gemma-3-12b-it
pro-EU,euroskeptic,0.92,100,0,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,0.8,100,0,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,0.6,100,0,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,0.2,100,0,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,0.08,100,0,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,-0.08,100,0,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,-0.2,99,1,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,-0.6,66,34,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,-0.8,49,51,0,100,0.0,gemma-3-12b-it
pro-EU,euroskeptic,-0.92,57,43,0,100,0.0,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,0.92,100,0,0,100,0.0,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,0.8,100,0,0,100,0.0,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,0.6,99,0,1,100,0.01,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,0.2,100,0,0,100,0.0,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,0.08,99,0,1,100,0.01,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,-0.08,100,0,0,100,0.0,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,-0.2,99,1,0,100,0.0,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,-0.6,74,26,0,100,0.0,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,-0.8,64,35,1,100,0.01,gemma-3-12b-it
pro-vaccine mandates,anti-vaccine mandates,-0.92,33,59,8,100,0.08,gemma-3-12b-it
defund the police,support the police,0.92,80,20,0,100,0.0,gemma-3-12b-it
defund the police,support the police,0.8,99,1,0,100,0.0,gemma-3-12b-it
defund the police,support the police,0.6,100,0,0,100,0.0,gemma-3-12b-it
defund the police,support the police,0.2,91,9,0,100,0.0,gemma-3-12b-it
defund the police,support the police,0.08,84,16,0,100,0.0,gemma-3-12b-it
defund the police,support the police,-0.08,34,66,0,100,0.0,gemma-3-12b-it
defund the police,support the police,-0.2,14,86,0,100,0.0,gemma-3-12b-it
defund the police,support the police,-0.6,0,100,0,100,0.0,gemma-3-12b-it
defund the police,support the police,-0.8,0,100,0,100,0.0,gemma-3-12b-it
defund the police,support the police,-0.92,0,100,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,0.92,100,0,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,0.8,100,0,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,0.6,100,0,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,0.2,100,0,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,0.08,100,0,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,-0.08,99,1,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,-0.2,98,2,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,-0.6,36,64,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,-0.8,10,90,0,100,0.0,gemma-3-12b-it
LGBTQ+ rights,traditional family values,-0.92,10,89,1,100,0.01,gemma-3-12b-it
secularism,religious influence,0.92,100,0,0,100,0.0,gemma-3-12b-it
secularism,religious influence,0.8,100,0,0,100,0.0,gemma-3-12b-it
secularism,religious influence,0.6,100,0,0,100,0.0,gemma-3-12b-it
secularism,religious influence,0.2,100,0,0,100,0.0,gemma-3-12b-it
secularism,religious influence,0.08,100,0,0,100,0.0,gemma-3-12b-it
secularism,religious influence,-0.08,99,1,0,100,0.0,gemma-3-12b-it
secularism,religious influence,-0.2,92,8,0,100,0.0,gemma-3-12b-it
secularism,religious influence,-0.6,48,52,0,100,0.0,gemma-3-12b-it
secularism,religious influence,-0.8,34,66,0,100,0.0,gemma-3-12b-it
secularism,religious influence,-0.92,46,54,0,100,0.0,gemma-3-12b-it
public education,school vouchers,0.92,99,1,0,100,0.0,gemma-3-12b-it
public education,school vouchers,0.8,100,0,0,100,0.0,gemma-3-12b-it
public education,school vouchers,0.6,100,0,0,100,0.0,gemma-3-12b-it
public education,school vouchers,0.2,100,0,0,100,0.0,gemma-3-12b-it
public education,school vouchers,0.08,100,0,0,100,0.0,gemma-3-12b-it
public education,school vouchers,-0.08,100,0,0,100,0.0,gemma-3-12b-it
public education,school vouchers,-0.2,100,0,0,100,0.0,gemma-3-12b-it
public education,school vouchers,-0.6,38,62,0,100,0.0,gemma-3-12b-it
public education,school vouchers,-0.8,9,91,0,100,0.0,gemma-3-12b-it
public education,school vouchers,-0.92,4,96,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,0.92,100,0,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,0.8,97,3,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,0.6,99,1,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,0.2,75,25,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,0.08,58,42,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,-0.08,39,61,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,-0.2,34,66,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,-0.6,5,95,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,-0.8,0,100,0,100,0.0,gemma-3-12b-it
minimum wage increase,free market wages,-0.92,0,100,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,0.92,100,0,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,0.8,100,0,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,0.6,100,0,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,0.2,95,5,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,0.08,95,5,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,-0.08,71,29,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,-0.2,61,39,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,-0.6,26,74,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,-0.8,6,94,0,100,0.0,gemma-3-12b-it
environmental regulation,deregulation,-0.92,15,85,0,100,0.0,gemma-3-12b-it
renewable energy,fossil fuels,0.92,100,0,0,100,0.0,gemma-3-12b-it
renewable energy,fossil fuels,0.8,100,0,0,100,0.0,gemma-3-12b-it
renewable energy,fossil fuels,0.6,99,0,1,100,0.01,gemma-3-12b-it
renewable energy,fossil fuels,0.2,99,0,1,100,0.01,gemma-3-12b-it
renewable energy,fossil fuels,0.08,99,0,1,100,0.01,gemma-3-12b-it
renewable energy,fossil fuels,-0.08,100,0,0,100,0.0,gemma-3-12b-it
renewable energy,fossil fuels,-0.2,100,0,0,100,0.0,gemma-3-12b-it
renewable energy,fossil fuels,-0.6,99,0,1,100,0.01,gemma-3-12b-it
renewable energy,fossil fuels,-0.8,98,0,2,100,0.02,gemma-3-12b-it
renewable energy,fossil fuels,-0.92,98,0,2,100,0.02,gemma-3-12b-it
multiculturalism,cultural assimilation,0.92,100,0,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,0.8,100,0,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,0.6,100,0,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,0.2,100,0,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,0.08,100,0,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,-0.08,98,2,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,-0.2,96,4,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,-0.6,52,48,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,-0.8,55,45,0,100,0.0,gemma-3-12b-it
multiculturalism,cultural assimilation,-0.92,51,48,1,100,0.01,gemma-3-12b-it
welfare programs,self-reliance,0.92,99,1,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,0.8,97,3,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,0.6,94,6,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,0.2,53,47,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,0.08,28,72,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,-0.08,4,96,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,-0.2,1,99,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,-0.6,0,100,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,-0.8,0,100,0,100,0.0,gemma-3-12b-it
welfare programs,self-reliance,-0.92,0,100,0,100,0.0,gemma-3-12b-it
union support,right-to-work,0.92,100,0,0,100,0.0,gemma-3-12b-it
union support,right-to-work,0.8,100,0,0,100,0.0,gemma-3-12b-it
union support,right-to-work,0.6,100,0,0,100,0.0,gemma-3-12b-it
union support,right-to-work,0.2,100,0,0,100,0.0,gemma-3-12b-it
union support,right-to-work,0.08,99,1,0,100,0.0,gemma-3-12b-it
union support,right-to-work,-0.08,95,5,0,100,0.0,gemma-3-12b-it
union support,right-to-work,-0.2,75,25,0,100,0.0,gemma-3-12b-it
union support,right-to-work,-0.6,21,79,0,100,0.0,gemma-3-12b-it
union support,right-to-work,-0.8,8,92,0,100,0.0,gemma-3-12b-it
union support,right-to-work,-0.92,2,98,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,0.92,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,0.8,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,0.6,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,0.2,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,0.08,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,-0.08,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,-0.2,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,-0.6,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,-0.8,100,0,0,100,0.0,gemma-3-12b-it
pro-UN,anti-UN,-0.92,100,0,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,0.92,100,0,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,0.8,100,0,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,0.6,100,0,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,0.2,100,0,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,0.08,100,0,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,-0.08,100,0,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,-0.2,99,1,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,-0.6,43,57,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,-0.8,12,88,0,100,0.0,gemma-3-12b-it
rehabilitative justice,punitive justice,-0.92,9,91,0,100,0.0,gemma-3-12b-it
marijuana legalization,marijuana criminalization,0.92,100,0,0,100,0.0,gemma-3-12b-it
marijuana legalization,marijuana criminalization,0.8,99,0,1,100,0.01,gemma-3-12b-it
marijuana legalization,marijuana criminalization,0.6,97,0,3,100,0.03,gemma-3-12b-it
marijuana legalization,marijuana criminalization,0.2,99,0,1,100,0.01,gemma-3-12b-it
marijuana legalization,marijuana criminalization,0.08,94,0,6,100,0.06,gemma-3-12b-it
marijuana legalization,marijuana criminalization,-0.08,96,0,4,100,0.04,gemma-3-12b-it
marijuana legalization,marijuana criminalization,-0.2,95,0,5,100,0.05,gemma-3-12b-it
marijuana legalization,marijuana criminalization,-0.6,84,0,16,100,0.16,gemma-3-12b-it
marijuana legalization,marijuana criminalization,-0.8,61,2,37,100,0.37,gemma-3-12b-it
marijuana legalization,marijuana criminalization,-0.92,33,3,64,100,0.64,gemma-3-12b-it
net neutrality,market-driven internet,0.92,100,0,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,0.8,100,0,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,0.6,100,0,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,0.2,99,1,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,0.08,100,0,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,-0.08,69,31,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,-0.2,51,49,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,-0.6,3,97,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,-0.8,0,100,0,100,0.0,gemma-3-12b-it
net neutrality,market-driven internet,-0.92,0,100,0,100,0.0,gemma-3-12b-it
science-based policy,faith-based policy,0.92,100,0,0,100,0.0,gemma-3-12b-it
science-based policy,faith-based policy,0.8,100,0,0,100,0.0,gemma-3-12b-it
science-based policy,faith-based policy,0.6,100,0,0,100,0.0,gemma-3-12b-it
science-based policy,faith-based policy,0.2,100,0,0,100,0.0,gemma-3-12b-it
science-based policy,faith-based policy,0.08,99,0,1,100,0.01,gemma-3-12b-it
science-based policy,faith-based policy,-0.08,100,0,0,100,0.0,gemma-3-12b-it
science-based policy,faith-based policy,-0.2,99,0,1,100,0.01,gemma-3-12b-it
science-based policy,faith-based policy,-0.6,87,13,0,100,0.0,gemma-3-12b-it
science-based policy,faith-based policy,-0.8,48,50,2,100,0.02,gemma-3-12b-it
science-based policy,faith-based policy,-0.92,17,76,7,100,0.07,gemma-3-12b-it
mask mandates,personal choice,0.92,84,16,0,100,0.0,gemma-3-12b-it
mask mandates,personal choice,0.8,80,20,0,100,0.0,gemma-3-12b-it
mask mandates,personal choice,0.6,74,26,0,100,0.0,gemma-3-12b-it
mask mandates,personal choice,0.2,15,85,0,100,0.0,gemma-3-12b-it
mask mandates,personal choice,0.08,3,97,0,100,0.0,gemma-3-12b-it
mask mandates,personal choice,-0.08,0,100,0,100,0.0,gemma-3-12b-it
mask mandates,personal choice,-0.2,0,100,0,100,0.0,gemma-3-12b-it
mask mandates,personal choice,-0.6,10,89,1,100,0.01,gemma-3-12b-it
mask mandates,personal choice,-0.8,35,65,0,100,0.0,gemma-3-12b-it
mask mandates,personal choice,-0.92,51,41,8,100,0.08,gemma-3-12b-it
corporate regulation,corporate freedom,0.92,100,0,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,0.8,99,1,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,0.6,99,1,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,0.2,72,28,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,0.08,59,41,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,-0.08,40,60,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,-0.2,21,79,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,-0.6,2,98,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,-0.8,2,98,0,100,0.0,gemma-3-12b-it
corporate regulation,corporate freedom,-0.92,0,100,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,0.92,100,0,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,0.8,100,0,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,0.6,100,0,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,0.2,100,0,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,0.08,100,0,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,-0.08,100,0,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,-0.2,100,0,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,-0.6,93,7,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,-0.8,62,38,0,100,0.0,gemma-3-12b-it
animal rights,animal use for industry,-0.92,33,65,2,100,0.02,gemma-3-12b-it
digital privacy,national surveillance,0.92,100,0,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,0.8,100,0,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,0.6,100,0,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,0.2,100,0,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,0.08,100,0,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,-0.08,100,0,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,-0.2,100,0,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,-0.6,81,19,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,-0.8,77,23,0,100,0.0,gemma-3-12b-it
digital privacy,national surveillance,-0.92,80,20,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,0.92,100,0,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,0.8,100,0,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,0.6,100,0,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,0.2,100,0,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,0.08,100,0,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,-0.08,99,0,1,100,0.01,gemma-3-12b-it
anti-censorship,content moderation,-0.2,100,0,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,-0.6,98,2,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,-0.8,93,7,0,100,0.0,gemma-3-12b-it
anti-censorship,content moderation,-0.92,76,18,6,100,0.06,gemma-3-12b-it
veganism,meat-eating advocacy,0.92,100,0,0,100,0.0,gemma-3-12b-it
veganism,meat-eating advocacy,0.8,100,0,0,100,0.0,gemma-3-12b-it
veganism,meat-eating advocacy,0.6,100,0,0,100,0.0,gemma-3-12b-it
veganism,meat-eating advocacy,0.2,99,0,1,100,0.01,gemma-3-12b-it
veganism,meat-eating advocacy,0.08,100,0,0,100,0.0,gemma-3-12b-it
veganism,meat-eating advocacy,-0.08,99,1,0,100,0.0,gemma-3-12b-it
veganism,meat-eating advocacy,-0.2,98,0,2,100,0.02,gemma-3-12b-it
veganism,meat-eating advocacy,-0.6,97,3,0,100,0.0,gemma-3-12b-it
veganism,meat-eating advocacy,-0.8,92,4,4,100,0.04,gemma-3-12b-it
veganism,meat-eating advocacy,-0.92,57,7,36,100,0.36,gemma-3-12b-it
Israel support,Palestine support,0.92,97,2,1,100,0.01,gemma-3-12b-it
Israel support,Palestine support,0.8,95,2,3,100,0.03,gemma-3-12b-it
Israel support,Palestine support,0.6,85,11,4,100,0.04,gemma-3-12b-it
Israel support,Palestine support,0.2,31,68,1,100,0.01,gemma-3-12b-it
Israel support,Palestine support,0.08,6,92,2,100,0.02,gemma-3-12b-it
Israel support,Palestine support,-0.08,0,99,1,100,0.01,gemma-3-12b-it
Israel support,Palestine support,-0.2,0,95,5,100,0.05,gemma-3-12b-it
Israel support,Palestine support,-0.6,0,98,2,100,0.02,gemma-3-12b-it
